Class,Subclass,Caption
02828884,b29e0a7af1f8d51b5c50390adfa8881,"a three-seater white chair with a curved backrest and armrests, made of lightweight material and featuring a simple design."
02828884,868d86e47bcf7c9d1dd03d3141d85a03,"a beige-colored bench with three slats, a curved backrest, and a horizontal armrest, positioned on a flat surface."
02828884,aa2571b8067d6d5383c4907a93b0fbc1,"a white, rectangular bench with horizontal slats, a curved backrest, and a smooth, reflective surface."
02828884,6accdfe97ecfa9952056b4bd5d870b47,"a rectangular object with a flat top, curved bottom, and a smooth surface made of metal and plastic."
02828884,919f90e92283eff8febad4f49b26ec52,a wooden bench with three light brown cushioned seats and a straight backrest.
02843684,45c547298f85241b959ad2f80f4dbcca,"a light brown wooden house with a flat roof, a door, a round window, and a small chimney."
02843684,b6348429292d990be67195cc1ecf4787,a brown wooden birdhouse with a flat roof and a small hole in the center.
02843684,4fdd9afdb1b0785c74b7a6c82ccb98ba,"a wooden birdhouse with a brown roof and a small opening at the top, designed to hold seeds."
02843684,ef5c972369cdd9bef953ec7f4b3cdf4b,a brown wooden birdhouse with a small opening in the center.
02843684,9681386c65c676875efd2d175ccffe45,"a three-tiered wooden birdhouse in light brown with a flat roof, small window, and wooden perch, set against a gray background."
02871439,348d539dade47e8e664b3b9b23ddfcbc,"a tall, slender wooden shelf with multiple vertical sections and a natural grain pattern."
02871439,c3f572493adf0af810b7af17eb4b15c9,"a wooden desk with a flat top, rectangular base, and a light-colored shelf on top."
02871439,d3497a61bdbac9bce407066405497871,"a white cabinet with a rectangular shape, a curved top, and six vertical shelves."
02871439,fe571828e5b34d379d0a249a140da12,"a tall, rectangular bookshelf with a brown finish and five glass-doored shelves."
02871439,a976a61f71a8e700876ba2153f34d1b9,"a three-tiered shelf made of light-colored material, supported by four vertical supports."
02876657,ac79fd7f10f274aba2c59a4d90e63212,"A white, cylindrical object with a smooth, rounded top and slightly curved bottom, likely made of matte ceramic."
02876657,bfe7d0102dcd0deff43af5716b936459,"a cylindrical object with a smooth, shiny, pale purple body and a white cap."
02876657,b1271f402910cf05cfdfe3f21f42a111,"a clear, white plastic bottle with a smooth, rounded shape and a flat top, slightly angled to the left against a solid gray background."
02876657,cc48fe97a95e8716ccaa5ad584801c3e,"a transparent cylindrical object with a greenish tint, topped with a white cap and base."
02876657,726a6ce68bcb4b2d14513156cf2b8d0d,"a clear, transparent bottle with a white cap and a horizontal stripe pattern."
02880940,f0fdca5f5c7a06252dbdfbe028032489,"a round, white object with a circular hole in the center and a smooth, matte finish placed on a black base."
02880940,a593e8863200fdb0664b3b9b23ddfcbc,"a round, white bowl with a smooth, matte finish and a slightly curved top."
02880940,8d457deaf22394da65c5c31ac688ec4,"a light blue, circular object made of transparent material with a smooth, reflective surface."
02880940,6816c12cc00a961758463a756b0921b5,"a transparent bowl with a smooth, reflective surface and a central hole surrounded by concentric circles."
02880940,bb7586ebee0dc2be4e346ee2650d150,a round object with a smooth surface and consistent color and texture.
02924116,80437e427d0e38d6ffa4d8d9b47d3a6,"a white bus with a black roof, two doors, and a front window."
02924116,188ec01e6dd6b60ddfe356ac4b10fe3d,a white bus with two large windows and a flat roof designed for multiple passengers.
02924116,dc0601024a535f5c51894d116f1c652,"a large, beige bus with a white roof, positioned centrally against a solid gray background."
02924116,b7656d749dac1071f75f41eca7a019a,"a white train car with a green stripe, positioned centrally with wheels facing left against a gray background."
02924116,3ae82c64c5c9c0b7ab26c897f52b5439,"a large, white bus with a blue and white logo and multiple windows."
02933112,243284bf14a193771f6fe06b2fa3ab21,a light brown wooden cabinet with four drawers and silver handles.
02933112,d8cd6611c5f407cdbe81a9109a782712,a rectangular wooden cabinet with a brown finish and a simple design.
02933112,d15097b4c6fdd9001b6eef8565b06678,"a wooden dresser with a curved top, four drawers, and a classic style."
02933112,8504af8851175efd253d6f91951c4f58,"a brown, rectangular wooden dresser with a flat top and drawers featuring metal handles."
02933112,3a2afbdc240a7f073fe047712e43e185,"a white rectangular object with a flat surface and smooth edges, resembling cardboard."
02942699,9726bf2b38d817eab169d2793795b997,a black and gray camera with a lens and a red and black strap.
02942699,b42c3da473bb4226dbe4bc54590e1d59,"a white camera with a black body and lens, featuring a digital display and a black strap, positioned centrally in a 3D rendering."
02942699,9533618250e35304514fae39ba03db5,"a silver, circular metallic object with multiple connected components, resembling machinery."
02942699,936a458fdb8eb12171dc2053392a6e6f,"a white rectangular camera with a rounded top, a lens on the top right, and a button on the bottom left, set against a solid gray background."
02942699,3019eea689e5d9c1fb045022c5d3b1e2,"a vintage camera with a white body and a black lens, prominently featured in a 3D rendering."
02946921,4d4fc73864844dad1ceb7b8cc3792fd,"a cylindrical plastic container with a blue and white label featuring a man's face and the text ""Focussed"" in bold yellow letters."
02946921,100c5aee62f1c9b9f54f8416555967,"a cylindrical object with a smooth, reflective surface and a pointed top."
02946921,9effd38015b7e5ecc34b900bb2492e,"a red and white Coca-Cola can with a white label and logo, positioned upright against a solid gray background."
02946921,90d40359197c648b23e7e4bd2944793,"a red and white soda can labeled ""PDR Pepper"" with the number ""23"" on a gray background."
02946921,f6316c6702c49126193d9e76bb15876,a red and yellow can of tomato sauce with a white label featuring a chef illustration.
02954340,c1436c38beba0005284432ce2f42f498,"a blue cap with a red emblem, round shape, and flat brim."
02954340,3a666502c0432522a3340564b56a7f70,a pink cap with a wide brim and a white band featuring a textured pattern of red and white stripes.
02954340,373d717709b3e181bbda4bd2b976d8f7,"a blue, rectangular, transparent object with a smooth surface and a flat bottom."
02954340,357c2a333ffefc3e90f80ab08ae6ce2,"a blue and white cap with a curved top, flat bottom, and a logo on the front."
02954340,5eb9ab53213f5fff4e09ebaf49b0cb2f,"a white hat with a striped pattern in shades of white, gray, and blue, featuring a round top and wide base."
02958343,df7c767eba9455f651a95aaa6caba1d3,"A centrally positioned red pickup truck with black wheels and silver rims, featuring a lighter red roof and a visible front grille."
02958343,a944ae569bbff87716abce8cb03e7794,"A detailed blue car with a front grille, headlights, and windshield is centrally positioned against a solid dark background."
02958343,be348430ab5fa5cfb1bb46d2556ba67d,a white car with black wheels and a sleek design facing the camera.
02958343,5e857724d62912969acee38782dd9680,"A monochromatic 3D rendering of a sleek black sports car with a white roof, featuring a large front grille, round headlights, and distinctive wing design."
02958343,50f4fff3a26ea3518b3ab49d2e0e41ab,"A classic yellow car with a black stripe, distinctive front grille, round headlights, and silver wheels is positioned on a flat surface, oriented to the right."
02992529,2cbfb354e5dd731dfd6c7e3f0d9c56c1,"a sleek 3D rendering of a smartphone featuring a vibrant, colorful interface and a large screen."
02992529,29cf2bce2e67ae76264e721f309fb873,"a white smartphone with a blue screen displaying the time ""9:44"" and date ""03/03/2023,"" featuring two red buttons and a camera module."
02992529,67baf038e83456967f521a3dcd28e9d2,A white smartphone with a black screen displaying a black and white clock showing 10:08 in the top left corner.
02992529,e691c8f0fd7d64d7ab0b172d4dea80cd,"a white smartphone with a black screen, camera module on the back, home button on the top left, and power button on the right, positioned upright."
02992529,7bf76e92b684d32671ab0d8014490a7d,"a white rectangular object with a smooth surface, rounded top, and flat bottom."
03001627,2a2e5ecd0ef6ab2f80360680c1602c7d,"a white chair with a metal frame, mesh seat, and curved backrest."
03001627,5cf26a5558580c8c75a82b88fe6e733f,"a soft pink chair with a curved backrest and armrests, facing the viewer."
03001627,bcc73b8ff332b4df3d25ee35360a1f4d,"a chair with a curved backrest and four straight legs, likely made of metal or a similar material."
03001627,8b54af871a3ac77c492d9da2668ec34c,"a white chair with a curved backrest, armrests, and a black seat on a wheeled base."
03001627,ca84b42ab1cfc37be25dfc1bbeae5325,a light-colored wooden chair with a straight backrest and four legs.
03046257,1d5a354ee3e977d7ce57d3de4658a486,"a square-shaped clock with a white background and a central clock face featuring red, blue, and green hands."
03046257,670df65cc7db261f1f6dfedaba98d5f9,"a round clock with a white face, black hands, Roman numerals, and a red hour hand, positioned on a gray background."
03046257,ae564765e5ba2f037bad031e1feab327,a wooden cabinet with a curved top and a round mirror positioned above it.
03046257,78083db936435d0a410f8c2a2eb53871,"a clock with a white face, black clock hand, and golden hour and minute hands on a gray base."
03046257,6efd372c631a9ea13b48a711df82173e,"a cylindrical object with a smooth, matte finish, a round top, and a flat bottom attached to a metal stand."
03085013,3714f64af44a135f6d3e11439c6c22c8,a centrally positioned white rectangular object with a smooth flat surface.
03085013,f10ec7a7acc71e2db24a19cdd6afda6,a white rectangular keyboard with a flat surface and a grid pattern of keys.
03085013,d22bad5e72b815c41aea59cd55c902b0,a white keyboard with a black key pad and a black power cable.
03085013,f24f90cb00b51c2ec8c3ac9bcbcd9687,"a rectangular keyboard with a white and black color scheme and a flat surface, featuring a grid pattern of black keys."
03085013,6b8b2a80a834a297590e6ac98d4b27b0,"a white rectangular object with a smooth flat surface, centrally positioned in the image."
03207941,a377f5af14ac6710a168e247bb97e471,"a white rectangular object with a rounded top and a smooth surface, positioned centrally against a solid gray background."
03207941,d08a36f582d2acb5b425b904f1063e75,"a silver metallic object with a white patterned surface and four non-touching legs, resembling furniture or equipment."
03207941,3bee2133518d4a2c1f3168043fdd9df6,a white rectangular object with a smooth brown wooden surface and a flat top.
03207941,b66bf349bacc035437b2bb75885cfc44,a white rectangular dishwasher with a flat top and a handle on the right side.
03207941,53ad4a901e8b0dd9121859336e292a5d,"a silver dishwasher with a control panel on top, positioned on a gray surface."
03211117,849b58834fec864c34794e47f2eafa39,"a rectangular object with a white border and a flat surface, featuring a rounded top."
03211117,815060a9c109ff4659de6f0155fa4014,a black rectangular monitor on a black stand with a flat screen design against a white background.
03211117,4b85feeead6313806329e8c7b28434da,"a flat, rectangular object with a white background, a black border, and a small orange button on its left side."
03211117,700dca3a410b751551d078b27da66690,"a rectangular object with a gray body, white border, and metallic finish on a wooden surface."
03211117,7185d52bc9a5425e2f84cb7932f866fd,"a flat, rectangular, silver object with a smooth and shiny reflective surface."
03261776,99a402291dee883145e2a4e5729b970d,a pair of sleek green and black headphones with a curved design and adjustable black strap and headband.
03261776,64c7ed011cb25eb5f9df692fb910a2fa,"a pair of round, rectangular headphones with a green and red textured design, a metallic silver frame, and a black strap featuring a white logo."
03261776,d768ee2d3f60aedad4ea3f4c41b1b9bb,a pair of white headphones with a round headband positioned on a gray surface.
03261776,9790b84ae96e498d09efdd367bd2d59,a pair of white headphones with a black strap and a red logo.
03261776,b5c4585baef4a036dae5edc5d34da94f,"a pair of gray headphones with a black strap and a red logo, suspended in mid-air against a solid gray background."
03325088,c3bb910a7c423f8aa21506405d3c8c76,"a metallic faucet with a shiny, reflective surface, cylindrical shape, curved top, and handles on either side."
03325088,9ce16ab9b4bad6e2b7a867e9b35a1295,"a white, cylindrical object with a smooth, shiny surface and a curved top."
03325088,af92e8fc813b826550da8b99982a3057,"a modern white, cylindrical sink faucet with a shiny, curved body and a matte, angular head."
03325088,1f833904413559adc837473125b7231e,"a white, cylindrical sink faucet with a shiny metallic finish and a single curved handle."
03325088,b3553c13686cc769ebde9a63a3b4b302,"a cylindrical object with a pointed end and a smooth, reflective surface that appears to be made of a transparent material with a metallic sheen."
03337140,5738ddc421b5bb0291c352d02061b3f7,"A white rectangular object with a curved top edge and a smooth bottom edge, featuring a wooden finish, is positioned facing the viewer on a wooden floor."
03337140,d879a859aa635c4b91c352d02061b3f7,a white shelving unit with a wooden top and varying shelf heights against a gray background.
03337140,dee0925183a5350732fb9a763fd231a7,"a white rectangular object with a flat, reflective surface positioned centrally in the image."
03337140,f44e926b21e1633e492d9da2668ec34c,"a tall, rectangular object with a smooth, metallic sheen set against a gray background."
03337140,bd86234b060b77857a50afc9c93f8a50,a white cabinet with three drawers and a glossy finish.
03467517,2d31ac290daab56a4e96698ef01e7360,"A sleek, metallic guitar with a curved neck, large triangular headstock, and shiny, reflective body."
03467517,e5c64af35ff60ce069da8e7f9a803d12,"a guitar with a green body, white neck, and white pickguard."
03467517,ba6d3dcff42ea7bba32c4b8efb0131e,"a tall, slender, cylindrical object with a pointed top and a smooth, matte white finish."
03467517,6ad792f9321dfb82aa0c867d5b070a5d,"a white guitar with a vertical neck and horizontal body, positioned upright and facing the camera."
03467517,3243edb05f5e8803ac61a2f8346a8f,A light brown guitar with a white neck and a single white pickguard.
03513137,6ff1a99371f10144e5e6ac3ef6bff73,a white helmet with a visor and a microphone attached to the front.
03513137,9cdf5e674bf943bf69ed2daa3338779,"A circular helmet with a white headband, black visor, and a pointed top, designed for a specific activity."
03513137,93acbfac563ebc4c1d05dd90478fa7ec,"a white, three-dimensional object with a smooth, curved surface and a flat bottom."
03513137,1ae94e883149a07a242154514ef1967f,"a beige hat with a round top, wide brim, and white bands around the top and base."
03513137,77266730e34800638d23b8b99c98bb6e,"a blue helmet with a white visor, featuring a smooth, rounded shape and small circular indentations."
03593526,ff24afcf157e1b95bc311577a374c00c,"A white spherical object with a smooth, transparent surface and reflective quality is centrally placed against a solid gray background."
03593526,6f2c815565cfdb97a1c637e821f12a67,"a large, round, textured vase in brown and beige with a smooth base and slightly curved top."
03593526,c03bbfcd33f310155076fe09061f1a7a,"a cylindrical vase with a smooth, matte finish and an intricate grid-like pattern in various shades of brown and black."
03593526,be28bf161b022a1c178bbb7623060b16,"a cylindrical vase with a smooth, light brown surface and a rounded top."
03593526,48c94c6283fa5566a4136492f17b9a59,a white pot with a brown rim containing a green succulent plant.
03624134,5152ec5d2de585ec77b7d0d4764c121d,"a red tool with a black handle and a pointed end, suspended in mid-air against a dark gray background."
03624134,cff4276a47f1a4e29d5aeb7097eddbda,"a wooden rifle suspended from a vertical rod, facing right against a solid gray background."
03624134,331bf2eb28033c1d1138511a51ff0534,a metallic cutting tool with a serrated silver blade and a wooden handle.
03624134,a782251f2c38b909bb4cc32522c2ea6c,a shiny metallic object with a pointed end and a curved body.
03624134,80f0436251c2108fb6bde4b7e6c6613,"a gun with a black grip, white barrel, and white trigger, set against a grayish background."
03636649,f18a519effa019d819cb07ecb5b4102,"a tall, cylindrical white metal lamp with a curved top and a bulb, positioned on a stand."
03636649,a2fb35f872225ab2f6cbdab9ae1f93de,"a cylindrical object with a white body, black shaft, black cap, and black connector, made of plastic or a similar synthetic material, positioned upright and facing upwards."
03636649,42e6823a1ad23819182816640e3b1915,"a spherical object with a metallic finish, a circular base, and a pointed top, suspended from a vertical rod against a gray background."
03636649,ac1e6d46bfff76a664b3b9b23ddfcbc,"A white lampshade with a hole in the center, positioned on a flat surface and illuminated, with scattered water droplets on its surface."
03636649,19388898dd69dd9fddc8e6d1ec6242c3,"a white spherical light fixture with a smooth, curved top suspended from a black wire against a neutral gray background."
03642806,689667fca044e15b941a99145cf33e72,a white laptop with a keyboard and touchpad on a gray background.
03642806,241ec8a746dd1cfc78f71a335ebabfa5,"a laptop with a white screen, black keyboard, and black trackpad on a gray surface."
03642806,13330d1e7b199dd82530b9c2b65d3f86,a silver laptop with a black keyboard displaying a landscape view of a blue sky and green field.
03642806,8489cb783d249651b674654e7bbe623d,a white rectangular laptop with a keyboard placed on a flat surface.
03642806,f72dc1ffeae0168aadcfd37206a0d18b,"a closed white laptop with a monitor on top, positioned on a flat surface."
03691459,1a4ec387ea6820345778775dfd5ca46a,"a white rectangular speaker with a curved top, positioned on a flat surface."
03691459,1e83ac6d9ce1541329965f7e898eb4fb,"a gray block of stone with a smooth surface, flat top, and rounded bottom."
03691459,6bef36ab570225cae7d74840e6097218,"a gray rectangular object with a red dot, likely a piece of electronic equipment."
03691459,be277cf919c1467dfc1c2fb0640247ec,"a gray object with a circular red logo on its side, placed on a gray surface."
03691459,a11a2f20b1680f91b626640605322b5a,a gray rectangular box with a black logo on its side.
03710193,133dec6c00923805f423417965ceb17c,"a rectangular, transparent object with a reflective surface on a white background."
03710193,293698b318418f16635f2989c7524167,"a white, curved object made of metal with a smooth surface and a three-dimensional appearance."
03710193,4816fcb4595a45e2781e7efd407c71fc,"a cylindrical object with a white and blue color scheme, a black base, and a black and white circular top, positioned upright and facing the camera."
03710193,655cc66caed0a4759c0d8b17a41b6f3,a white rectangular object with a curved top and flat bottom placed on a gray surface.
03710193,445e18f9f2e42da4e911be944cb8c454,"a shiny, metallic cylindrical object with a red top and white bottom on a gray background."
03759954,e491db83f21a5a6c4fdb7f619836e43d,"a cylindrical object with a white interior, white cap, smooth surface, and pointed end."
03759954,46e0c1b2e0635a111ef58b31c4ba0d15,"a small metallic device with a green label attached to a wire connected to a larger, blurred device."
03759954,1784a6bea782ef4af50956e9de496e43,"a microphone stand with a black base and a white body, designed to hold a vertically positioned microphone."
03759954,c9fe3b38eb59689175a3010d3ada28ba,"a transparent cylindrical object with a pointed top and a white interior, designed as a decorative piece."
03759954,db4ae89650e2d483d0c3082093ab9709,"a cylindrical microphone stand with a microphone attached, positioned against a gray background."
03761084,a13b51c46b590287df75fdd4632be672,"a gray, rectangular microwave with a black interior positioned on a flat surface."
03761084,5b2633d960419bb2e5bf1ab8e7d0b,"a white microwave with a rectangular shape, rounded top, and a black control panel."
03761084,4ab6c77bf27d4c86b8776ad71dcaa161,"a small, rectangular, wooden microwave with a white exterior and black buttons."
03761084,6db8ab6c9693a340575f4e5007488531,a white rectangular furniture piece with a smooth surface and flat top against a solid gray background.
03761084,29012d42054b3a1087bcae7a654cc37,a white microwave oven with a black control panel and a glass door.
03790512,ccefa6fea8b7a57281eb6e0cf97c3b0b,a three-dimensional model of a sleek motorcycle with a white body and black seat.
03790512,e553d75a3635229b429f1c522640e6f0,"a white motorcycle with a blue seat and handlebars, featuring a black engine and exhaust pipe."
03790512,59a2f0fd2b81bb273b6d7f17f2b61d2d,"a pink and white motorcycle with a sleek design, prominently featuring the front wheel and appearing to be in motion against a solid gray background."
03790512,ee0a3213a08a23d27d2d874548544c4e,"a white, cylindrical object with a smooth surface, curved top, and an upward-facing handle."
03790512,c9c41d106fc36402b0f9875a6c9bf605,"a white motorcycle with a black seat and handlebars, featuring a sleek design and two tires."
03797390,17952a204c0a9f526c69dceb67157a66,"A brown, cylindrical object with a shiny metallic finish, a ribbed top, and a darker metal handle designed for one-handed use."
03797390,c2e411ed6061a25ef06800d5696e457f,a black and white mug featuring a centered photo of a person in a relaxed pose against a blurred outdoor background.
03797390,f1866a48c2fc17f85b2ecd212557fda0,"a white cup with a rounded top and a handle, placed on a gray background."
03797390,5c7c4cb503a757147dbda56eabff0c47,"a cylindrical object with a smooth, shiny surface and a rounded top."
03797390,c7ddd93b15e30faae180a52fd2be32,"a red plastic cup with a white lid, curved handle, and a hole in the center."
03928116,e3d5f6dbff73a7a5e769f0986786b881,A predominantly white grand piano with a black top is centrally positioned against a solid gray background.
03928116,35732cb2a41f413f645da737acb3ce13,a white piano keyboard with black keys positioned horizontally on a stand.
03928116,e966f5e34789b32210240762b65ed973,"a wooden piano with a black top and a white bench, featuring a black and white keyboard, set against a gray background."
03928116,7aa18769bd5d996934d6aa31914c287d,"a large, white grand piano with a black top and a black and white keyboard."
03928116,4b29f873229621a13a1b23713d5a88eb,a blue piano with a white bench positioned on a gray surface.
03938244,4c617e5be0596ee2685998681d42efb8,a rectangular fabric object with a brown and white striped pattern on a gray background.
03938244,121f2fa5ec7a7db47df4feb40f08ca17,a yellow object with a smooth surface and slight sheen against a solid gray background.
03938244,3fca753458f2b44c283b00891f680579,"a beige-colored pillow with a floral pattern and a soft, textured surface."
03938244,49cfb88c1291a152fd5b65552e5580b6,a square-shaped object with a red border featuring a stylized house design in white on a gray background.
03938244,3ee02ff403e6e5bc2c6c98851414a9d8,"a flat, square-shaped pillow with a blue and white chevron pattern against a solid gray background."
03948459,79c0cac016998c7cf7ba4a82f8032357,"a gray, cylindrical object with a pointed end and a metallic sheen, resembling a firearm."
03948459,36e0d91630f7c958d4ca42bc1bef451,"a firearm with a wooden barrel, wooden grip, and metal trigger."
03948459,e534d084d3bc37184d0af51460733e47,a beige-colored firearm with a black grip and a pointed barrel.
03948459,ad72857d0fd2ad2d44a52d2e669c8daa,"a slender, silver, cylindrical metallic object with a pointed end and a smooth, reflective surface."
03948459,7681e8a8ba049dcec16b50401ee47ac,"a white, cylindrical firearm with a pointed end and a smooth, matte finish."
03991062,37c60cf073b86328a2c59a4d90e63212,"a rectangular object with a smooth, reflective surface made of transparent material and a flat top."
03991062,2ebe359d8cf7f6aba2c59a4d90e63212,"a transparent, square-shaped object with a central hole and a rounded top."
03991062,f5ecf2549d458beebd4a7a372c75ee76,"a cylindrical object with a smooth, matte finish, rounded top, and flat bottom set against a gray background."
03991062,312b2a3cc205857ccebb4bcb108e5022,"a white, round, textured pot with a glossy surface and a rounded top on a gray background."
03991062,54fdf8d25110bb95993afecc2c675915,"a circular object with a textured surface and a thin, translucent border, placed on a flat surface against a solid gray background."
04004475,586a0979ea3792f1c17df6b0271bf00d,a white rectangular object with a brown border and a shiny metallic finish on a gray background.
04004475,df48a134fe1abe30ef77ec138083ff82,"a white printer with a black cover, rectangular shape, positioned vertically on a gray surface."
04004475,11ff4341475b3731c39a00da16746b95,"a white, rectangular object with a black and green label on its front, placed on a gray background."
04004475,4280940636bc0c3686f436bb2260061,"a white rectangular object with a smooth flat surface, resembling paper or cardboard."
04004475,7f60e19e4f1b7b92f08c6efc59ec3825,a white rectangular object with a smooth flat surface.
04074963,d393e6667bb949b74ee7c201cd897ec6,a vertically oriented white rectangular object with a smooth surface.
04074963,e739278e9039922dff7f69173a1ae6d4,"a vertically positioned white rectangular object with a black center, made of plastic."
04074963,8e167ac56b1a437017d17fdfb5740281,"a white, rectangular device with a black border, black screen, and keypad featuring a grid of numbers and symbols."
04074963,cc846e66cbfe697bffb5024c146ec04e,"a white rectangular object with black dots, resembling a remote control, featuring a flat surface and a slight curve at the top."
04074963,4e73215ae0f33d23a5e3ac6ff4952f3,a white device with a brown casing and a blue background number pad.
04090263,124fa4277bd03c74359ad7d9ce49f504,"a silver, metallic rectangular object with a pointed end."
04090263,1fe9e8fbcee0dcc8683e3750b53385d5,"a modern firearm, possibly a sniper rifle, with a sleek design and a scope attached to its barrel."
04090263,84149440704cddbed735fa1ab17311ec,"a single, elongated object with a pointed end and a smooth, reflective surface."
04090263,18598beeeedb20729a6e43b878d5b335,"a metal firearm with a smooth surface, featuring a barrel, grip, and a slightly blurred trigger against a solid gray background."
04090263,4bd456ea9809a296c60369962d1bf5,"a white and orange rifle with a long barrel and a scope on top, set against a solid gray background."
04099429,93d96c35e4a343d1f7e86418b9396c76,"a white rocket with orange and black stripes, featuring a pointed nose and tail, in a stationary position."
04099429,99314b704285c0ca16e3314677399d49,"a large, cylindrical, red and white metallic object with a pointed tip, floating in the air."
04099429,d9b0e3cd3ce4507931c6673b192319d8,"a small, cylindrical object with a white and yellow striped pattern and a metallic sheen."
04099429,3c43ddee5e1d4723db652c825617e3be,"a white rocket with a red nose and a pointed tip, floating in the air."
04099429,b66ae0c5ca74decf613bdc6883aa3f40,"a single, white, star-shaped object positioned centrally against a solid gray background."
04225987,b140249e4615f0db6d8b6ba513969afe,a light brown wooden skateboard with four wheels and a black sole.
04225987,b6074c8d74b58d31ef566954f332b813,a light brown wooden skateboard with white wheels and a flat bottom.
04225987,24e46e195f4907887a70e5e6aa241c88,"a skateboard with a black deck, white wheels, and a blue center."
04225987,7c009b2a37ad02a9a72f80277e176a2f,a black skateboard with white wheels designed for skateboarding.
04225987,fd3627deb2476b0f1f942c57ac0e8959,"a skateboard with a wooden deck and black wheels, positioned upright."
04256520,9695e057d7a4e992f2b67ae827b02632,"a striped sofa with a curved backrest and armrests in red, blue, yellow, and green."
04256520,b5c61f497f9354d535c2f4da17c09efa,"a beige-colored object with a curved shape and a smooth, matte finish placed against a gray background."
04256520,f8519e593fdb348ab3d135d7fc8306a1,a light brown rectangular object made of cardboard with a curved top and flat bottom.
04256520,48acfed2c1f2d42cbd16d4490a10a752,a modern black sofa with a curved backrest and a brown cushion.
04256520,ff35b2519455b6577b76a7024ccebf5,"a red sofa with a curved backrest, armrests, and a cushioned seat."
04330267,50c1f300272df84cd696cc46feeb6125,a white stove with four burners and a shiny metallic finish on a gray surface.
